us,dt_us,raw,delta,counts,i2c_us,omega,window,cmd,fas,remaining,flags,state,stage,current_ma
198096840,999,1462,1,-1374,223,-234,-237,227,232,499,1,7,3,1650
198097840,1000,1462,0,-1374,224,-234,-229,227,232,499,1,7,3,1650
198098877,1037,1463,1,-1375,267,-234,-228,227,232,498,1,7,3,1650
198099842,965,1464,1,-1376,222,-233,-228,227,231,497,1,7,3,1650
198100954,1112,1465,1,-1377,329,-233,-227,227,229,497,1,7,3,1650
198102005,1051,1466,1,-1378,383,-233,-227,227,227,496,1,7,3,1650
198102929,924,1467,1,-1379,312,-233,-227,227,227,495,1,7,3,1650
198103881,952,1467,0,-1379,273,-232,-219,227,227,495,1,7,3,1650
198104870,989,1468,1,-1380,255,-232,-220,227,227,494,1,7,3,1650
198105911,1041,1469,1,-1381,300,-231,-219,223,227,493,1,7,3,1650
198106939,1028,1470,1,-1382,319,-231,-227,223,227,492,1,7,3,1650
198107860,921,1471,1,-1383,244,-231,-228,223,227,491,1,7,3,1650
198108888,1028,1472,1,-1384,268,-231,-228,223,227,490,1,7,3,1650
198109844,956,1473,1,-1385,236,-231,-228,223,227,490,1,7,3,1650
198110912,1068,1474,1,-1386,298,-231,-228,223,227,489,1,7,3,1650
198111917,1005,1475,1,-1387,305,-230,-229,223,227,488,1,7,3,1650
198112835,918,1476,1,-1388,228,-230,-230,223,227,487,1,7,3,1650
198113836,1001,1478,2,-1390,225,-231,-245,223,227,485,1,7,3,1650
198114893,1057,1478,0,-1390,281,-231,-236,223,227,485,1,7,3,1650
198115839,946,1479,1,-1391,220,-231,-237,223,227,484,1,7,3,1650
198116838,999,1480,1,-1392,223,-232,-237,223,227,483,1,7,3,1650
198117842,1004,1481,1,-1393,223,-232,-237,223,227,483,1,7,3,1650
198118875,1033,1482,1,-1394,268,-232,-236,223,227,482,1,7,3,1650
198119842,967,1482,0,-1394,225,-232,-229,223,227,482,1,7,3,1650
198120945,1103,1483,1,-1395,320,-232,-228,223,227,481,1,7,3,1650
198122011,1066,1484,1,-1396,380,-232,-227,223,227,480,1,7,3,1650
198122920,909,1485,1,-1397,307,-231,-219,223,227,479,1,7,3,1650
198123877,957,1486,1,-1398,263,-231,-228,223,227,478,1,7,3,1650
198124883,1006,1486,0,-1398,263,-231,-220,223,227,478,1,7,3,1650
198125865,982,1487,1,-1399,246,-230,-211,223,225,477,1,7,3,1650
198126914,1049,1488,1,-1400,291,-229,-211,223,223,476,1,7,3,1650
198127862,948,1489,1,-1401,254,-229,-220,223,223,475,1,7,3,1650
198128877,1015,1490,1,-1402,265,-228,-220,223,223,475,1,7,3,1650
198129862,985,1491,1,-1403,247,-228,-220,223,223,474,1,7,3,1650
198130915,1053,1492,1,-1404,306,-228,-220,218,223,473,1,7,3,1650
198131935,1020,1492,0,-1404,317,-227,-213,218,223,473,1,7,3,1650
198132839,904,1493,1,-1405,230,-227,-214,218,223,472,1,7,3,1650
198133842,1003,1494,1,-1406,223,-226,-213,218,223,471,1,7,3,1650
198134903,1061,1496,2,-1408,282,-226,-228,218,223,469,1,7,3,1650
198135840,937,1497,1,-1409,226,-226,-229,218,223,468,1,7,3,1650
198136830,990,1498,1,-1410,222,-226,-229,218,223,468,1,7,3,1650
198137843,1013,1499,1,-1411,224,-226,-229,218,223,467,1,7,3,1650
198138894,1051,1499,0,-1411,276,-226,-220,218,223,467,1,7,3,1650
198139825,931,1500,1,-1412,220,-226,-221,218,223,466,1,7,3,1650
198140944,1119,1501,1,-1413,335,-226,-219,218,223,465,1,7,3,1650
198142007,1063,1502,1,-1414,376,-225,-219,218,223,464,1,7,3,1650
198142932,925,1503,1,-1415,322,-225,-219,218,223,463,1,7,3,1650
198143893,961,1504,1,-1416,273,-225,-211,218,223,462,1,7,3,1650
198144875,982,1504,0,-1416,257,-224,-205,218,223,462,1,7,3,1650
198145882,1007,1505,1,-1417,264,-223,-211,218,223,461,1,7,3,1650
198146906,1024,1506,1,-1418,283,-223,-211,218,223,461,1,7,3,1650
198147852,946,1506,0,-1418,237,-222,-203,218,223,461,1,7,3,1650
198148886,1034,1507,1,-1419,267,-221,-203,218,223,460,1,7,3,1650
198149844,958,1508,1,-1420,233,-221,-212,218,223,459,1,7,3,1650
198150891,1047,1509,1,-1421,281,-221,-212,218,223,458,1,7,3,1650
198151912,1021,1510,1,-1422,303,-220,-213,218,221,457,1,7,3,1650
198152851,939,1511,1,-1423,236,-220,-214,218,221,456,1,7,3,1650
198153839,988,1512,1,-1424,223,-220,-213,218,219,455,1,7,3,1650
198154893,1054,1513,1,-1425,277,-220,-220,218,217,454,1,7,3,1650
198155867,974,1514,1,-1426,257,-220,-220,214,217,454,1,7,3,1650
198156847,980,1515,1,-1427,230,-220,-221,214,218,453,1,7,3,1650
198157829,982,1516,1,-1428,220,-220,-221,214,218,452,1,7,3,1650
198158909,1080,1517,1,-1429,288,-220,-219,214,218,451,1,7,3,1650
198159837,928,1518,1,-1430,221,-220,-221,214,218,450,1,7,3,1650
198160945,1108,1519,1,-1431,331,-220,-220,214,218,449,1,7,3,1650
198162012,1067,1520,1,-1432,390,-220,-227,214,218,448,1,7,3,1650
198162933,921,1520,0,-1432,325,-220,-219,214,218,448,1,7,3,1650
198163890,957,1521,1,-1433,277,-220,-219,214,218,447,1,7,3,1650
198164881,991,1522,1,-1434,256,-220,-220,214,218,446,1,7,3,1650
198165866,985,1523,1,-1435,259,-220,-211,214,218,446,1,7,3,1650
198166900,1034,1524,1,-1436,278,-219,-211,214,218,445,1,7,3,1650
198167864,964,1525,1,-1437,250,-219,-211,214,218,444,1,7,3,1650
198168877,1013,1525,0,-1437,264,-219,-205,214,218,444,1,7,3,1650
198169857,980,1526,1,-1438,242,-218,-211,214,218,443,1,7,3,1650
198170904,1047,1526,0,-1438,286,-218,-204,214,218,443,1,7,3,1650
198171922,1018,1527,1,-1439,314,-217,-205,214,218,442,1,7,3,1650
198172846,924,1528,1,-1440,228,-217,-206,214,218,441,1,7,3,1650
198173830,984,1529,1,-1441,222,-216,-205,214,218,440,1,7,3,1650
198174895,1065,1530,1,-1442,280,-216,-211,214,217,439,1,7,3,1650
198175841,946,1531,1,-1443,220,-216,-213,214,217,439,1,7,3,1650
198176846,1005,1532,1,-1444,225,-216,-213,214,215,438,1,7,3,1650
198177831,985,1533,1,-1445,224,-216,-213,214,213,437,1,7,3,1650
198178886,1055,1534,1,-1446,269,-216,-220,214,213,436,1,7,3,1650
198179836,950,1535,1,-1447,220,-216,-221,214,214,435,1,7,3,1650
198180962,1126,1536,1,-1448,340,-216,-219,209,214,434,1,7,3,1650
198182013,1051,1537,1,-1449,398,-216,-219,209,214,433,1,7,3,1650
198182944,931,1538,1,-1450,327,-216,-219,209,214,432,1,7,3,1650
198183886,942,1539,1,-1451,268,-217,-219,209,214,432,1,7,3,1650
198184877,991,1540,1,-1452,258,-217,-220,209,214,431,1,7,3,1650
198185875,998,1541,1,-1453,262,-217,-220,209,214,430,1,7,3,1650
198186897,1022,1542,1,-1454,285,-217,-219,209,214,429,1,7,3,1650
198187857,960,1542,0,-1454,243,-217,-211,209,214,429,1,7,3,1650
198188887,1030,1543,1,-1455,268,-217,-212,209,214,428,1,7,3,1650
198189840,953,1544,1,-1456,228,-216,-212,209,214,427,1,7,3,1650
198190900,1060,1545,1,-1457,293,-216,-212,209,214,426,1,7,3,1650
198191922,1022,1546,1,-1458,310,-216,-213,209,214,425,1,7,3,1650
198192850,928,1546,0,-1458,233,-216,-206,209,214,425,1,7,3,1650
198193834,984,1547,1,-1459,222,-216,-213,209,214,425,1,7,3,1650
198194894,1060,1548,1,-1460,278,-215,-211,209,214,424,1,7,3,1650
198195843,949,1549,1,-1461,222,-215,-213,209,214,423,1,7,3,1650
198196845,1002,1550,1,-1462,224,-215,-213,209,214,422,1,7,3,1650
198197841,996,1550,0,-1462,223,-215,-205,209,214,422,1,7,3,1650
198198887,1046,1551,1,-1463,269,-215,-212,209,214,421,1,7,3,1650
198199836,949,1552,1,-1464,220,-215,-213,209,213,420,1,7,3,1650
198200944,1108,1553,1,-1465,330,-215,-219,209,211,419,1,7,3,1650
198201997,1053,1554,1,-1466,379,-215,-219,209,211,418,1,7,3,1650
198202923,926,1555,1,-1467,309,-215,-219,209,208,417,1,7,3,1650
198203879,956,1556,1,-1468,268,-215,-219,209,209,417,1,7,3,1650
198204876,997,1557,1,-1469,261,-216,-220,209,209,416,1,7,3,1650
198205891,1015,1558,1,-1470,274,-216,-219,204,209,415,1,7,3,1650
198206923,1032,1559,1,-1471,313,-216,-219,204,209,414,1,7,3,1650
198207856,933,1560,1,-1472,245,-216,-220,204,209,413,1,7,3,1650
198208873,1017,1560,0,-1472,266,-216,-212,204,209,413,1,7,3,1650
198209859,986,1561,1,-1473,242,-216,-211,204,209,412,1,7,3,1650
198210911,1052,1562,1,-1474,295,-215,-212,204,209,411,1,7,3,1650
198211923,1012,1563,1,-1475,309,-215,-213,204,209,410,1,7,3,1650
198212852,929,1563,0,-1475,231,-215,-206,204,209,410,1,7,3,1650
198213839,987,1564,1,-1476,226,-215,-205,204,209,410,1,7,3,1650
198214890,1051,1565,1,-1477,275,-214,-203,204,209,409,1,7,3,1650
198215843,953,1565,0,-1477,223,-214,-197,204,209,409,1,7,3,1650
198216843,1000,1566,1,-1478,223,-213,-197,204,209,408,1,7,3,1650
198217828,985,1567,1,-1479,223,-212,-197,204,209,407,1,7,3,1650
198218889,1061,1568,1,-1480,269,-212,-203,204,209,406,1,7,3,1650
198219827,938,1569,1,-1481,220,-212,-205,204,209,405,1,7,3,1650
198220933,1106,1569,0,-1481,317,-211,-195,204,209,405,1,7,3,1650
198222007,1074,1570,1,-1482,381,-210,-195,204,209,404,1,7,3,1650
198222927,920,1571,1,-1483,306,-210,-203,204,209,403,1,7,3,1650
198223884,957,1572,1,-1484,269,-210,-203,204,208,403,1,7,3,1650
198224878,994,1573,1,-1485,259,-210,-204,204,206,402,1,7,3,1650
198225873,995,1574,1,-1486,252,-209,-203,204,206,401,1,7,3,1650
198226886,1013,1575,1,-1487,278,-209,-203,204,204,400,1,7,3,1650
198227873,987,1576,1,-1488,252,-209,-211,204,204,399,1,7,3,1650
198228873,1000,1577,1,-1489,266,-209,-212,204,204,398,1,7,3,1650
198229857,984,1578,1,-1490,249,-209,-211,204,204,397,1,7,3,1650
198230907,1050,1579,1,-1491,296,-209,-212,200,204,396,1,7,3,1650
198231931,1024,1580,1,-1492,319,-210,-213,200,204,396,1,7,3,1650
198232836,905,1580,0,-1492,229,-209,-206,200,204,396,1,7,3,1650
198233829,993,1581,1,-1493,222,-209,-205,200,204,395,1,7,3,1650
198234897,1068,1582,1,-1494,276,-209,-203,200,204,394,1,7,3,1650
198235839,942,1582,0,-1494,227,-209,-197,200,204,394,1,7,3,1650
198236834,995,1583,1,-1495,223,-208,-197,200,204,393,1,7,3,1650
198237839,1005,1584,1,-1496,224,-208,-197,200,204,392,1,7,3,1650
198238898,1059,1584,0,-1496,275,-207,-195,200,204,392,1,7,3,1650
198239831,933,1585,1,-1497,223,-207,-197,200,204,391,1,7,3,1650
198240942,1111,1586,1,-1498,332,-206,-195,200,204,390,1,7,3,1650
198242003,1061,1587,1,-1499,375,-206,-195,200,204,389,1,7,3,1650
198242934,931,1587,0,-1499,312,-205,-195,200,204,389,1,7,3,1650
198243875,941,1588,1,-1500,267,-205,-195,200,204,388,1,7,3,1650
198244869,994,1589,1,-1501,261,-205,-197,200,204,388,1,7,3,1650
198245868,999,1590,1,-1502,254,-205,-203,200,204,387,1,7,3,1650
198246890,1022,1591,1,-1503,282,-205,-203,200,204,386,1,7,3,1650
198247867,977,1591,0,-1503,252,-204,-195,200,204,386,1,7,3,1650
198248882,1015,1592,1,-1504,264,-204,-197,200,204,385,1,7,3,1650
198249863,981,1593,1,-1505,243,-204,-195,200,204,384,1,7,3,1650
198250907,1044,1594,1,-1506,292,-203,-196,200,204,383,1,7,3,1650
198251922,1015,1595,1,-1507,307,-203,-205,200,204,382,1,7,3,1650
198252851,929,1596,1,-1508,230,-203,-206,200,204,381,1,7,3,1650
198253845,994,1597,1,-1509,225,-204,-205,200,202,381,1,7,3,1650
198254889,1044,1598,1,-1510,276,-204,-203,200,202,380,1,7,3,1650
198255861,972,1599,1,-1511,250,-204,-205,195,200,379,1,7,3,1650
198256852,991,1599,0,-1511,239,-203,-197,195,200,379,1,7,3,1650
198257841,989,1600,1,-1512,222,-203,-197,195,200,378,1,7,3,1650
198258887,1046,1601,1,-1513,277,-203,-195,195,200,377,1,7,3,1650
198259840,953,1602,1,-1514,224,-203,-197,195,200,376,1,7,3,1650
198260947,1107,1603,1,-1515,333,-202,-195,195,200,375,1,7,3,1650
198262007,1060,1603,0,-1515,386,-202,-187,195,200,375,1,7,3,1650
198262937,930,1604,1,-1516,320,-201,-195,195,200,374,1,7,3,1650
198263879,942,1604,0,-1516,267,-201,-187,195,200,374,1,7,3,1650
198264882,1003,1605,1,-1517,263,-200,-189,195,200,374,1,7,3,1650
198265873,991,1606,1,-1518,261,-200,-195,195,200,373,1,7,3,1650
198266903,1030,1606,0,-1518,282,-200,-187,195,200,373,1,7,3,1650
198267861,958,1607,1,-1519,243,-199,-187,195,200,372,1,7,3,1650
198268880,1019,1608,1,-1520,264,-199,-189,195,200,371,1,7,3,1650
198269845,965,1609,1,-1521,231,-199,-195,195,200,370,1,7,3,1650
198270903,1058,1610,1,-1522,291,-198,-196,195,200,369,1,7,3,1650
198271929,1026,1611,1,-1523,307,-198,-197,195,200,368,1,7,3,1650
198272852,923,1611,0,-1523,235,-198,-190,195,200,368,1,7,3,1650
198273837,985,1612,1,-1524,224,-198,-198,195,200,367,1,7,3,1650
198274890,1053,1613,1,-1525,276,-198,-195,195,200,367,1,7,3,1650
198275841,951,1614,1,-1526,224,-198,-197,195,200,366,1,7,3,1650
198276839,998,1615,1,-1527,222,-198,-197,195,200,365,1,7,3,1650
198277843,1004,1616,1,-1528,224,-198,-197,195,197,364,1,7,3,1650
198278883,1040,1617,1,-1529,268,-198,-203,195,195,363,1,7,3,1650
198279831,948,1618,1,-1530,220,-198,-205,195,195,362,1,7,3,1650
198280945,1114,1619,1,-1531,335,-199,-203,191,195,361,1,7,3,1650
198282028,1083,1619,0,-1531,393,-198,-195,191,195,361,1,7,3,1650
198282936,908,1620,1,-1532,327,-198,-195,191,195,360,1,7,3,1650
198283892,956,1621,1,-1533,274,-198,-195,191,195,359,1,7,3,1650
198284879,987,1622,1,-1534,260,-198,-197,191,195,359,1,7,3,1650
198285877,998,1622,0,-1534,264,-198,-187,191,195,359,1,7,3,1650
198286897,1020,1623,1,-1535,287,-198,-195,191,195,358,1,7,3,1650
198287862,965,1624,1,-1536,244,-197,-195,191,195,357,1,7,3,1650
198288890,1028,1625,1,-1537,268,-197,-195,191,195,356,1,7,3,1650
198289833,943,1625,0,-1537,225,-197,-189,191,195,356,1,7,3,1650
198290912,1079,1626,1,-1538,293,-197,-189,191,195,355,1,7,3,1650
198291918,1006,1626,0,-1538,304,-196,-181,191,195,355,1,7,3,1650
198292842,924,1627,1,-1539,236,-196,-190,191,195,354,1,7,3,1650
198293841,999,1628,1,-1540,223,-196,-190,191,195,353,1,7,3,1650
198294902,1061,1629,1,-1541,280,-196,-195,191,195,352,1,7,3,1650
198295839,937,1630,1,-1542,224,-196,-197,191,195,352,1,7,3,1650
198296836,997,1631,1,-1543,224,-196,-197,191,195,351,1,7,3,1650
198297833,997,1631,0,-1543,222,-196,-197,191,195,351,1,7,3,1650
198298887,1054,1632,1,-1544,267,-196,-195,191,195,350,1,7,3,1650
198299839,952,1633,1,-1545,222,-196,-197,191,195,349,1,7,3,1650
198300951,1112,1634,1,-1546,326,-196,-195,191,195,348,1,7,3,1650
198302009,1058,1635,1,-1547,371,-196,-195,191,193,347,1,7,3,1650
198302926,917,1636,1,-1548,313,-196,-203,191,190,346,1,7,3,1650
198303881,955,1637,1,-1549,263,-196,-203,191,190,345,1,7,3,1650
198304874,993,1638,1,-1550,254,-197,-205,191,191,345,1,7,3,1650
198305893,1019,1639,1,-1551,276,-197,-203,186,191,344,1,7,3,1650
198306929,1036,1639,0,-1551,317,-197,-195,186,191,344,1,7,3,1650
198307853,924,1640,1,-1552,240,-197,-195,186,191,343,1,7,3,1650
198308873,1020,1641,1,-1553,262,-197,-197,186,191,342,1,7,3,1650
198309855,982,1641,0,-1553,234,-196,-187,186,191,342,1,7,3,1650
198310914,1059,1642,1,-1554,297,-196,-189,186,191,341,1,7,3,1650
198311925,1011,1643,1,-1555,306,-196,-189,186,191,340,1,7,3,1650
198312841,916,1643,0,-1555,231,-196,-190,186,191,340,1,7,3,1650
198313840,999,1644,1,-1556,225,-195,-190,186,191,339,1,7,3,1650
198314896,1056,1644,0,-1556,278,-195,-179,186,191,339,1,7,3,1650
198315833,937,1645,1,-1557,220,-194,-181,186,191,338,1,7,3,1650
198316835,1002,1646,1,-1558,223,-194,-189,186,191,338,1,7,3,1650
198317836,1001,1647,1,-1559,223,-194,-189,186,191,337,1,7,3,1650
198318879,1043,1647,0,-1559,268,-193,-181,186,191,337,1,7,3,1650
198319838,959,1647,0,-1559,220,-193,-179,186,191,337,1,7,3,1650
198320938,1100,1648,1,-1560,327,-192,-179,186,191,336,1,7,3,1650
198321998,1060,1649,1,-1561,386,-192,-187,186,191,335,1,7,3,1650
198322906,908,1650,1,-1562,298,-192,-187,186,191,334,1,7,3,1650
198323883,977,1651,1,-1563,268,-192,-187,186,191,333,1,7,3,1650
198324878,995,1652,1,-1564,255,-191,-189,186,190,332,1,7,3,1650
198325857,979,1653,1,-1565,248,-191,-187,186,188,331,1,7,3,1650
198326911,1054,1654,1,-1566,295,-191,-187,186,188,330,1,7,3,1650
198327856,945,1654,0,-1566,247,-191,-187,186,185,330,1,7,3,1650
198328875,1019,1655,1,-1567,267,-191,-189,186,185,330,1,7,3,1650
198329852,977,1656,1,-1568,240,-191,-187,186,186,329,1,7,3,1650
198330914,1062,1657,1,-1569,304,-191,-189,182,186,328,1,7,3,1650
198331939,1025,1658,1,-1570,320,-191,-189,182,186,327,1,7,3,1650
198332836,897,1659,1,-1571,229,-191,-190,182,186,326,1,7,3,1650
198333837,1001,1659,0,-1571,222,-190,-182,182,186,326,1,7,3,1650
198334894,1057,1660,1,-1572,281,-190,-179,182,186,325,1,7,3,1650
198335846,952,1661,1,-1573,225,-189,-181,182,186,324,1,7,3,1650
198336831,985,1661,0,-1573,222,-189,-174,182,186,324,1,7,3,1650
198337832,1001,1662,1,-1574,224,-189,-182,182,186,323,1,7,3,1650
198338897,1065,1662,0,-1574,278,-188,-171,182,186,323,1,7,3,1650
198339834,937,1663,1,-1575,223,-187,-173,182,186,323,1,7,3,1650
198340961,1127,1664,1,-1576,336,-187,-179,182,186,322,1,7,3,1650
198342011,1050,1664,0,-1576,375,-186,-170,182,186,322,1,7,3,1650
198342926,915,1665,1,-1577,316,-186,-179,182,186,321,1,7,3,1650
198343888,962,1666,1,-1578,270,-186,-179,182,186,320,1,7,3,1650
198344880,992,1666,0,-1578,257,-185,-173,182,186,320,1,7,3,1650
198345879,999,1667,1,-1579,264,-185,-179,182,186,319,1,7,3,1650
198346903,1024,1668,1,-1580,281,-185,-179,182,186,318,1,7,3,1650
198347849,946,1669,1,-1581,242,-184,-179,182,186,317,1,7,3,1650
198348877,1028,1669,0,-1581,267,-184,-173,182,186,317,1,7,3,1650
198349856,979,1670,1,-1582,237,-184,-187,182,186,316,1,7,3,1650
198350912,1056,1671,1,-1583,297,-184,-189,182,185,316,1,7,3,1650
198351930,1018,1672,1,-1584,311,-184,-189,182,185,315,1,7,3,1650
198352848,918,1673,1,-1585,229,-185,-190,182,183,314,1,7,3,1650
198353829,981,1673,0,-1585,223,-185,-182,182,183,314,1,7,3,1650
198354896,1067,1674,1,-1586,277,-184,-179,182,180,313,1,7,3,1650
198355866,970,1675,1,-1587,256,-184,-179,177,180,312,1,7,3,1650
198356850,984,1676,1,-1588,231,-184,-181,177,182,311,1,7,3,1650
198357830,980,1677,1,-1589,221,-184,-182,177,182,310,1,7,3,1650
198358897,1067,1678,1,-1590,278,-184,-187,177,182,309,1,7,3,1650
198359831,934,1678,0,-1590,224,-184,-181,177,182,309,1,7,3,1650
198360952,1121,1679,1,-1591,333,-184,-179,177,182,308,1,7,3,1650
198362007,1055,1680,1,-1592,391,-184,-179,177,182,308,1,7,3,1650
198362939,932,1680,0,-1592,327,-183,-170,177,182,308,1,7,3,1650
198363878,939,1681,1,-1593,269,-183,-179,177,182,307,1,7,3,1650
198364873,995,1682,1,-1594,257,-183,-181,177,182,306,1,7,3,1650
198365876,1003,1682,0,-1594,260,-182,-171,177,182,306,1,7,3,1650
198366896,1020,1683,1,-1595,279,-182,-179,177,182,305,1,7,3,1650
198367863,967,1683,0,-1595,244,-182,-171,177,182,305,1,7,3,1650
198368879,1016,1684,1,-1596,266,-181,-173,177,182,304,1,7,3,1650
198369844,965,1684,0,-1596,236,-181,-171,177,182,304,1,7,3,1650
198370896,1052,1685,1,-1597,281,-181,-173,177,182,303,1,7,3,1650
198371928,1032,1686,1,-1598,310,-180,-173,177,182,302,1,7,3,1650
198372853,925,1687,1,-1599,235,-180,-182,177,182,301,1,7,3,1650
198373842,989,1687,0,-1599,222,-180,-174,177,182,301,1,7,3,1650
198374894,1052,1688,1,-1600,274,-180,-179,177,180,301,1,7,3,1650
198375829,935,1689,1,-1601,220,-180,-181,177,180,300,1,7,3,1650
198376848,1019,1689,0,-1601,229,-180,-173,177,178,300,1,7,3,1650
198377844,996,1690,1,-1602,223,-180,-174,177,178,299,1,7,3,1650
198378885,1041,1691,1,-1603,270,-180,-179,177,175,298,1,7,3,1650
198379832,947,1692,1,-1604,220,-180,-181,177,175,297,1,7,3,1650
198380953,1121,1693,1,-1605,338,-180,-179,173,177,296,1,7,3,1650
198382027,1074,1694,1,-1606,396,-180,-178,173,177,295,1,7,3,1650
198382940,913,1694,0,-1606,331,-179,-170,173,177,295,1,7,3,1650
198383903,963,1695,1,-1607,282,-179,-179,173,177,294,1,7,3,1650
198384881,978,1696,1,-1608,261,-179,-181,173,177,294,1,7,3,1650
198385881,1000,1697,1,-1609,260,-179,-179,173,177,293,1,7,3,1650
198386904,1023,1698,1,-1610,283,-179,-179,173,177,292,1,7,3,1650
198387858,954,1698,0,-1610,249,-179,-171,173,177,292,1,7,3,1650
198388883,1025,1699,1,-1611,266,-179,-173,173,177,291,1,7,3,1650
198389841,958,1700,1,-1612,227,-179,-179,173,177,290,1,7,3,1650
198390911,1070,1701,1,-1613,296,-179,-181,173,177,289,1,7,3,1650
198391922,1011,1701,0,-1613,312,-179,-173,173,177,289,1,7,3,1650
198392846,924,1702,1,-1614,233,-178,-174,173,177,288,1,7,3,1650
198393845,999,1702,0,-1614,225,-178,-174,173,177,288,1,7,3,1650
198394893,1048,1703,1,-1615,272,-178,-171,173,177,287,1,7,3,1650
198395840,947,1703,0,-1615,222,-177,-166,173,177,287,1,7,3,1650
198396844,1004,1704,1,-1616,224,-177,-173,173,177,287,1,7,3,1650
198397840,996,1705,1,-1617,223,-177,-174,173,177,286,1,7,3,1650
198398877,1037,1705,0,-1617,269,-177,-173,173,177,286,1,7,3,1650
198399831,954,1706,1,-1618,220,-177,-174,173,175,285,1,7,3,1650
198400947,1116,1707,1,-1619,327,-177,-179,173,175,284,1,7,3,1650
198402002,1055,1708,1,-1620,372,-177,-179,173,173,283,1,7,3,1650
198402926,924,1708,0,-1620,315,-177,-170,173,173,283,1,7,3,1650
198403884,958,1709,1,-1621,271,-177,-179,173,173,282,1,7,3,1650
198404870,986,1709,0,-1621,256,-177,-173,173,173,282,1,7,3,1650
