done_us,dt_good_us,raw,delta,counts,i2c_us,omega_mrev,window_mrev,cmd_mrev,fas_mrev,remain_ddeg,flags_hex,state,stage,current_ma,step_count,step_us,drv_status_hex,tstep,driver_age_us,gstat_hex,pins_hex
62435239,1003,1292,0,2892,267,0,0,0,0,0,1,0,0,0,0,62435292,2166161456,1048575,38386,0,3
62436221,982,1292,0,2892,253,0,0,0,0,0,1,0,0,0,0,62436288,2166161456,1048575,39385,0,3
62437254,1033,1292,0,2892,290,0,0,0,0,0,1,0,0,0,0,62437335,2166161456,1048575,40441,0,3
62438218,964,1292,0,2892,253,0,0,0,0,0,1,0,0,0,0,62438253,2166161456,1048575,41342,0,3
62439194,976,1292,0,2892,231,0,0,0,0,0,1,0,0,0,0,62439230,2166161456,1048575,42320,0,3
62440203,1009,1292,0,2892,232,0,0,0,0,0,1,0,0,0,0,62440234,2166161456,1048575,43324,0,3
62441200,997,1292,0,2892,229,0,0,0,0,0,1,0,0,0,0,62441236,2166161456,1048575,44327,0,3
62442199,999,1292,0,2892,238,0,0,0,0,0,1,0,0,0,0,62442232,2166161456,1048575,45322,0,3
62443192,993,1292,0,2892,230,0,0,0,0,0,1,0,0,0,0,62443228,2166161456,1048575,46318,0,3
62444197,1005,1292,0,2892,233,0,0,0,0,0,1,0,0,0,0,62444228,2166161456,1048575,47318,0,3
62445210,1013,1292,0,2892,241,0,0,0,0,0,1,0,0,0,0,62445273,2166161456,1048575,48371,0,3
62446288,1078,1292,0,2892,315,0,0,0,0,0,1,0,0,0,0,62446442,2166161456,1048575,49572,0,3
62447361,1073,1292,0,2892,388,0,0,0,0,0,1,0,0,0,0,62447469,2166161456,1048575,2,0,3
62448412,1051,1292,0,2892,286,0,0,0,0,0,1,0,0,0,0,62448459,2166161456,1048575,418,0,3
62449223,811,1292,0,2892,257,0,0,0,0,0,1,0,0,0,0,62449276,2166161456,1048575,1241,0,3
62450238,1015,1292,0,2892,276,0,0,0,0,0,1,0,0,0,0,62450285,2166161456,1048575,2247,0,3
62451237,999,1292,0,2892,268,0,0,0,0,0,1,0,0,0,0,62451280,2166161456,1048575,3241,0,3
62452225,988,1292,0,2892,252,0,0,0,0,0,1,0,0,0,0,62452279,2166161456,1048575,4244,0,3
62453231,1006,1292,0,2892,258,0,0,0,0,0,1,0,0,0,0,62453274,2166161456,1048575,5233,0,3
62454233,1002,1292,0,2892,264,0,0,0,0,0,1,0,0,0,0,62454274,2166161456,1048575,6237,0,3
62455235,1002,1292,0,2892,267,0,0,0,0,0,1,0,0,0,0,62455290,2166161456,1048575,7254,0,3
62456228,993,1292,0,2892,259,0,0,0,0,0,1,0,0,0,0,62456296,2166161456,1048575,8272,0,3
62457267,1039,1292,0,2892,300,0,0,0,0,0,1,0,0,0,0,62457351,2166161456,1048575,9328,0,3
62458213,946,1292,0,2892,247,0,0,0,0,0,1,0,0,0,0,62458250,2166161456,1048575,10209,0,3
62459193,980,1292,0,2892,231,0,0,0,0,0,1,0,0,0,0,62459228,2166161456,1048575,11187,0,3
62460197,1004,1292,0,2892,232,0,0,0,0,0,1,0,0,0,0,62460229,2166161456,1048575,12188,0,3
62461194,997,1292,0,2892,229,0,0,0,0,0,1,0,0,0,0,62461227,2166161456,1048575,13186,0,3
