done_us,dt_good_us,raw,delta,counts,i2c_us,omega_mrev,window_mrev,cmd_mrev,fas_mrev,remain_ddeg,flags_hex,state,stage,current_ma,step_count,step_us,drv_status_hex,tstep,driver_age_us,gstat_hex,pins_hex
1961110378,1008,1670,0,-1582,271,0,0,0,0,0,1,9,5,1650,1560,1961110430,2166292543,1048575,48532,0,2
1961111363,985,1670,0,-1582,262,0,0,0,0,0,1,9,5,1650,1560,1961111421,2166292543,1048575,49530,0,2
1961112364,1001,1670,0,-1582,264,0,0,0,0,0,1,9,5,1650,1560,1961112421,2166292545,1048575,1,0,2
1961113380,1016,1670,0,-1582,274,0,0,0,0,0,1,9,5,1650,1560,1961113440,2166292545,1048575,479,0,2
1961114380,1000,1670,0,-1582,274,0,0,0,0,0,1,9,5,1650,1560,1961114435,2166292545,1048575,1474,0,2
1961115372,992,1670,0,-1582,264,0,0,0,0,0,1,9,5,1650,1560,1961115433,2166292545,1048575,2473,0,2
1961116388,1016,1670,0,-1582,282,0,0,0,0,0,1,9,5,1650,1560,1961116488,2166292545,1048575,3540,0,2
1961117406,1018,1670,0,-1582,304,0,0,0,0,0,1,9,5,1650,1560,1961117479,2166292545,1048575,4522,0,2
1961118333,927,1670,0,-1582,234,0,0,0,0,0,1,9,5,1650,1560,1961118377,2166292545,1048575,5410,0,2
1961119332,999,1670,0,-1582,235,0,0,0,0,0,1,9,5,1650,1560,1961119370,2166292545,1048575,6406,0,2
1961120320,988,1670,0,-1582,226,0,0,0,0,0,1,9,5,1650,1560,1961120356,2166292545,1048575,7387,0,2
1961121320,1000,1670,0,-1582,225,0,0,0,0,0,1,9,5,1650,1560,1961121356,2166292545,1048575,8387,0,2
1961122330,1010,1670,0,-1582,229,0,0,0,0,0,1,9,5,1650,1560,1961122369,2166292545,1048575,9407,0,2
1961123329,999,1670,0,-1582,235,0,0,0,0,0,1,9,5,1650,1560,1961123367,2166292545,1048575,10398,0,2
1961124328,999,1670,0,-1582,226,0,0,0,0,0,1,9,5,1650,1560,1961124364,2166292545,1048575,11395,0,2
1961125351,1023,1670,0,-1582,243,0,0,0,0,0,1,9,5,1650,1560,1961125406,2166292545,1048575,12459,0,2
1961126441,1090,1670,0,-1582,334,0,0,0,0,0,1,9,5,1650,1560,1961126603,2166292545,1048575,13690,0,2
1961127433,992,1670,0,-1582,336,0,0,0,0,0,1,9,5,1650,1560,1961127527,2166292545,1048575,14582,0,2
1961128385,952,1670,0,-1582,281,0,0,0,0,0,1,9,5,1650,1560,1961128444,2166292545,1048575,15484,0,2
1961129366,981,1670,0,-1582,261,0,0,0,0,0,1,9,5,1650,1560,1961129422,2166292545,1048575,16460,0,2
1961130364,998,1670,0,-1582,268,0,0,0,0,0,1,9,5,1650,1560,1961130419,2166292545,1048575,17458,0,2
1961131356,992,1670,0,-1582,261,0,0,0,0,0,1,9,5,1650,1560,1961131412,2166292545,1048575,18452,0,2
1961132367,1011,1670,0,-1582,261,0,0,0,0,0,1,9,5,1650,1560,1961132423,2166292545,1048575,19461,0,2
1961133361,994,1670,0,-1582,262,0,0,0,0,0,1,9,5,1650,1560,1961133420,2166292545,1048575,20459,0,2
1961134360,999,1670,0,-1582,265,0,0,0,0,0,1,9,5,1650,1560,1961134417,2166292545,1048575,21455,0,2
1961135365,1005,1670,0,-1582,262,0,0,0,0,0,1,9,5,1650,1560,1961135424,2166292545,1048575,22464,0,2
1961136372,1007,1670,0,-1582,270,0,0,0,0,0,1,9,5,1650,1560,1961136481,2166292545,1048575,23534,0,2
1961137400,1028,1670,0,-1582,305,0,0,0,0,0,1,9,5,1650,1560,1961137476,2166292545,1048575,24519,0,2
1961138332,932,1670,0,-1582,238,0,0,0,0,0,1,9,5,1650,1560,1961138377,2166292545,1048575,25410,0,2
1961139326,994,1670,0,-1582,228,0,0,0,0,0,1,9,5,1650,1560,1961139363,2166292545,1048575,26394,0,2
1961140323,997,1670,0,-1582,225,0,0,0,0,0,1,9,5,1650,1560,1961140359,2166292545,1048575,27390,0,2
