us,dt_us,raw,delta,counts,i2c_us,omega,window,cmd,fas,remaining,flags,state,stage,current_ma
683681052,1092,3383,1,-15583,327,-278,-268,256,262,576,1,7,3,1650
683682098,1046,3384,1,-15584,370,-278,-260,256,262,575,1,7,3,1650
683683024,926,3385,1,-15585,299,-277,-260,256,262,574,1,7,3,1650
683683989,965,3386,1,-15586,269,-276,-260,256,262,573,1,7,3,1650
683684994,1005,3388,2,-15588,264,-276,-267,256,262,571,1,7,3,1650
683685984,990,3389,1,-15589,259,-276,-268,256,262,570,1,7,3,1650
683687011,1027,3391,2,-15591,285,-276,-276,256,262,569,1,7,3,1650
683687988,977,3392,1,-15592,259,-276,-276,256,262,568,1,7,3,1650
683688983,995,3393,1,-15593,263,-276,-275,256,262,567,1,7,3,1650
683689988,1005,3395,2,-15595,265,-276,-284,256,262,565,1,7,3,1650
683691004,1016,3396,1,-15596,280,-276,-283,256,261,564,1,7,3,1650
683692026,1022,3397,1,-15597,301,-277,-284,256,259,563,1,7,3,1650
683692964,938,3397,0,-15597,240,-277,-277,256,257,563,1,7,3,1650
683693961,997,3398,1,-15598,240,-276,-268,256,255,563,1,7,3,1650
683694990,1029,3399,1,-15599,272,-276,-268,256,255,562,1,7,3,1650
683695956,966,3400,1,-15600,223,-276,-268,256,256,561,1,7,3,1650
683696951,995,3401,1,-15601,222,-275,-268,256,256,560,1,7,3,1650
683697957,1006,3402,1,-15602,227,-275,-268,256,256,559,1,7,3,1650
683699004,1047,3403,1,-15603,284,-275,-269,251,256,558,1,7,3,1650
683699966,962,3404,1,-15604,235,-275,-268,251,256,557,1,7,3,1650
683701047,1081,3405,1,-15605,321,-274,-260,251,256,556,1,7,3,1650
683702137,1090,3406,1,-15606,407,-273,-260,251,256,555,1,7,3,1650
683703023,886,3407,1,-15607,300,-273,-260,251,256,555,1,7,3,1650
683703988,965,3408,1,-15608,268,-272,-260,251,256,554,1,7,3,1650
683704985,997,3409,1,-15609,259,-272,-260,251,256,553,1,7,3,1650
683705982,997,3410,1,-15610,257,-271,-260,251,256,552,1,7,3,1650
683707014,1032,3411,1,-15611,284,-271,-260,251,256,551,1,7,3,1650
683707991,977,3413,2,-15613,263,-271,-268,251,256,549,1,7,3,1650
683708999,1008,3414,1,-15614,266,-271,-268,251,256,548,1,7,3,1650
683709988,989,3415,1,-15615,267,-271,-268,251,256,548,1,7,3,1650
683711007,1019,3416,1,-15616,286,-271,-267,251,256,547,1,7,3,1650
683712023,1016,3417,1,-15617,295,-270,-268,251,256,546,1,7,3,1650
683712971,948,3418,1,-15618,239,-270,-269,251,256,545,1,7,3,1650
683713962,991,3419,1,-15619,241,-270,-268,251,256,544,1,7,3,1650
683714999,1037,3419,0,-15619,267,-270,-252,251,256,544,1,7,3,1650
683715958,959,3420,1,-15620,225,-269,-252,251,256,543,1,7,3,1650
683716950,992,3421,1,-15621,223,-268,-252,251,256,542,1,7,3,1650
683717956,1006,3422,1,-15622,229,-267,-245,251,256,541,1,7,3,1650
683718991,1035,3423,1,-15623,259,-266,-244,251,256,541,1,7,3,1650
683719960,969,3424,1,-15624,227,-266,-244,251,255,540,1,7,3,1650
683721059,1099,3426,2,-15626,328,-265,-244,251,253,538,1,7,3,1650
683722097,1038,3427,1,-15627,378,-264,-244,251,251,537,1,7,3,1650
683723021,924,3428,1,-15628,298,-263,-252,251,251,536,1,7,3,1650
683724009,988,3429,1,-15629,286,-263,-252,246,251,535,1,7,3,1650
683725002,993,3430,1,-15630,280,-262,-252,246,251,534,1,7,3,1650
683725992,990,3431,1,-15631,273,-262,-252,246,251,533,1,7,3,1650
683727039,1047,3433,2,-15633,309,-262,-260,246,251,532,1,7,3,1650
683727992,953,3434,1,-15634,263,-262,-260,246,251,531,1,7,3,1650
683728990,998,3435,1,-15635,265,-262,-260,246,251,530,1,7,3,1650
683729991,1001,3436,1,-15636,267,-262,-260,246,251,529,1,7,3,1650
683731007,1016,3437,1,-15637,286,-262,-260,246,251,528,1,7,3,1650
683732048,1041,3438,1,-15638,315,-262,-260,246,251,527,1,7,3,1650
683732948,900,3439,1,-15639,229,-262,-261,246,251,526,1,7,3,1650
683733954,1006,3440,1,-15640,232,-262,-260,246,251,526,1,7,3,1650
683734987,1033,3441,1,-15641,267,-261,-260,246,251,525,1,7,3,1650
683735958,971,3442,1,-15642,227,-261,-260,246,251,524,1,7,3,1650
683736944,986,3443,1,-15643,226,-261,-260,246,251,523,1,7,3,1650
683737945,1001,3444,1,-15644,225,-261,-260,246,251,522,1,7,3,1650
683738989,1044,3445,1,-15645,260,-261,-252,246,251,521,1,7,3,1650
683739953,964,3446,1,-15646,225,-261,-252,246,251,520,1,7,3,1650
683741050,1097,3447,1,-15647,319,-260,-252,246,251,519,1,7,3,1650
683742106,1056,3448,1,-15648,385,-260,-252,246,251,519,1,7,3,1650
683743029,923,3449,1,-15649,294,-260,-252,246,251,518,1,7,3,1650
683743986,957,3450,1,-15650,265,-259,-252,246,251,517,1,7,3,1650
683744983,997,3452,2,-15652,263,-259,-260,246,249,515,1,7,3,1650
683745993,1010,3453,1,-15653,260,-260,-268,246,247,514,1,7,3,1650
683747007,1014,3454,1,-15654,280,-260,-268,246,245,513,1,7,3,1650
683747988,981,3455,1,-15655,259,-260,-268,246,245,512,1,7,3,1650
683749002,1014,3456,1,-15656,278,-261,-268,240,246,512,1,7,3,1650
683750006,1004,3457,1,-15657,280,-261,-268,240,246,511,1,7,3,1650
683751042,1036,3458,1,-15658,307,-261,-267,240,246,510,1,7,3,1650
683752045,1003,3459,1,-15659,313,-261,-260,240,246,509,1,7,3,1650
683752948,903,3460,1,-15660,227,-261,-261,240,246,508,1,7,3,1650
683753954,1006,3461,1,-15661,232,-261,-260,240,246,507,1,7,3,1650
683755004,1050,3461,0,-15661,277,-261,-252,240,246,507,1,7,3,1650
683755941,937,3462,1,-15662,222,-260,-253,240,246,506,1,7,3,1650
683756950,1009,3463,1,-15663,222,-260,-252,240,246,505,1,7,3,1650
683757954,1004,3464,1,-15664,224,-260,-245,240,246,504,1,7,3,1650
683758991,1037,3465,1,-15665,259,-259,-244,240,246,504,1,7,3,1650
683759944,953,3466,1,-15666,226,-258,-245,240,246,503,1,7,3,1650
683761055,1111,3467,1,-15667,331,-258,-244,240,246,502,1,7,3,1650
683762111,1056,3468,1,-15668,375,-257,-244,240,246,501,1,7,3,1650
683763014,903,3469,1,-15669,294,-257,-244,240,246,500,1,7,3,1650
683763989,975,3470,1,-15670,264,-256,-244,240,246,499,1,7,3,1650
683764997,1008,3471,1,-15671,264,-256,-244,240,246,498,1,7,3,1650
683765981,984,3472,1,-15672,261,-255,-244,240,246,497,1,7,3,1650
683767008,1027,3474,2,-15674,286,-255,-252,240,246,496,1,7,3,1650
683767984,976,3475,1,-15675,258,-255,-252,240,245,495,1,7,3,1650
683768987,1003,3476,1,-15676,264,-255,-252,240,243,494,1,7,3,1650
683770003,1016,3477,1,-15677,272,-255,-252,240,240,493,1,7,3,1650
683771014,1011,3478,1,-15678,281,-255,-252,240,240,492,1,7,3,1650
683772029,1015,3479,1,-15679,302,-255,-252,240,240,491,1,7,3,1650
683772955,926,3480,1,-15680,231,-254,-253,240,240,490,1,7,3,1650
683773992,1037,3481,1,-15681,271,-254,-252,235,240,490,1,7,3,1650
683775014,1022,3482,1,-15682,284,-254,-244,235,240,489,1,7,3,1650
683775961,947,3482,0,-15682,228,-253,-236,235,240,489,1,7,3,1650
683776941,980,3483,1,-15683,222,-253,-237,235,240,488,1,7,3,1650
683777952,1011,3484,1,-15684,231,-252,-237,235,240,487,1,7,3,1650
683778990,1038,3485,1,-15685,260,-251,-236,235,240,486,1,7,3,1650
683779951,961,3486,1,-15686,229,-251,-237,235,240,485,1,7,3,1650
683781051,1100,3487,1,-15687,329,-250,-236,235,240,484,1,7,3,1650
683782094,1043,3488,1,-15688,364,-250,-236,235,240,483,1,7,3,1650
683783037,943,3489,1,-15689,309,-249,-235,235,240,483,1,7,3,1650
683783997,960,3490,1,-15690,268,-249,-236,235,240,482,1,7,3,1650
683784989,992,3491,1,-15691,262,-248,-236,235,240,481,1,7,3,1650
683785988,999,3492,1,-15692,268,-248,-244,235,240,480,1,7,3,1650
683787005,1017,3493,1,-15693,283,-248,-244,235,240,479,1,7,3,1650
683787975,970,3495,2,-15695,247,-248,-252,235,240,477,1,7,3,1650
683788986,1011,3496,1,-15696,262,-248,-252,235,240,476,1,7,3,1650
683789972,986,3497,1,-15697,245,-248,-252,235,240,475,1,7,3,1650
683791011,1039,3498,1,-15698,281,-248,-251,235,240,475,1,7,3,1650
683792025,1014,3499,1,-15699,304,-249,-252,235,239,474,1,7,3,1650
683792947,922,3500,1,-15700,227,-249,-253,235,239,473,1,7,3,1650
683793956,1009,3501,1,-15701,236,-249,-252,235,236,472,1,7,3,1650
683795005,1049,3501,0,-15701,272,-249,-244,235,234,472,1,7,3,1650
683795952,947,3502,1,-15702,225,-248,-244,235,235,471,1,7,3,1650
683796946,994,3503,1,-15703,223,-248,-244,235,235,470,1,7,3,1650
683797949,1003,3504,1,-15704,224,-248,-237,235,235,469,1,7,3,1650
683799000,1051,3505,1,-15705,279,-247,-236,230,235,468,1,7,3,1650
683799954,954,3505,0,-15705,231,-247,-229,230,235,468,1,7,3,1650
683801052,1098,3506,1,-15706,327,-246,-228,230,235,468,1,7,3,1650
683802125,1073,3507,1,-15707,390,-245,-227,230,235,467,1,7,3,1650
683803038,913,3508,1,-15708,306,-244,-227,230,235,466,1,7,3,1650
683803995,957,3509,1,-15709,268,-244,-228,230,235,465,1,7,3,1650
683804997,1002,3510,1,-15710,263,-243,-228,230,235,464,1,7,3,1650
683805992,995,3511,1,-15711,262,-243,-236,230,235,463,1,7,3,1650
683807016,1024,3512,1,-15712,288,-243,-235,230,235,462,1,7,3,1650
683807985,969,3514,2,-15714,252,-243,-244,230,235,461,1,7,3,1650
683808997,1012,3515,1,-15715,263,-243,-244,230,235,460,1,7,3,1650
683809978,981,3516,1,-15716,249,-243,-244,230,235,459,1,7,3,1650
683811007,1029,3517,1,-15717,284,-243,-244,230,235,458,1,7,3,1650
683812031,1024,3518,1,-15718,300,-243,-244,230,235,457,1,7,3,1650
683812957,926,3519,1,-15719,234,-243,-245,230,235,456,1,7,3,1650
683813968,1011,3520,1,-15720,237,-243,-245,230,235,455,1,7,3,1650
683814997,1029,3521,1,-15721,265,-243,-244,230,235,454,1,7,3,1650
683815958,961,3522,1,-15722,231,-243,-244,230,235,454,1,7,3,1650
683816953,995,3523,1,-15723,222,-243,-244,230,235,453,1,7,3,1650
683817957,1004,3524,1,-15724,226,-243,-245,230,235,452,1,7,3,1650
683818981,1024,3524,0,-15724,260,-243,-228,230,235,452,1,7,3,1650
683819959,978,3525,1,-15725,232,-242,-229,230,234,451,1,7,3,1650
683821060,1101,3526,1,-15726,330,-241,-227,230,232,450,1,7,3,1650
683822085,1025,3527,1,-15727,365,-241,-227,230,232,449,1,7,3,1650
683823034,949,3528,1,-15728,306,-240,-227,230,230,448,1,7,3,1650
683824014,980,3529,1,-15729,292,-240,-227,225,230,447,1,7,3,1650
683825002,988,3530,1,-15730,279,-239,-228,225,230,446,1,7,3,1650
683826007,1005,3531,1,-15731,277,-239,-236,225,230,446,1,7,3,1650
683827030,1023,3532,1,-15732,302,-239,-235,225,230,445,1,7,3,1650
683827983,953,3533,1,-15733,256,-239,-236,225,230,444,1,7,3,1650
683828994,1011,3534,1,-15734,265,-239,-236,225,230,443,1,7,3,1650
683829987,993,3535,1,-15735,262,-239,-244,225,230,442,1,7,3,1650
683831017,1030,3537,2,-15737,288,-240,-252,225,230,440,1,7,3,1650
683832044,1027,3538,1,-15738,316,-240,-252,225,230,439,1,7,3,1650
683832954,910,3539,1,-15739,228,-241,-253,225,230,439,1,7,3,1650
683833968,1014,3539,0,-15739,236,-241,-245,225,230,439,1,7,3,1650
683834994,1026,3540,1,-15740,264,-241,-244,225,230,438,1,7,3,1650
683835948,954,3541,1,-15741,227,-241,-245,225,230,437,1,7,3,1650
683836949,1001,3542,1,-15742,222,-241,-244,225,230,436,1,7,3,1650
683837955,1006,3542,0,-15742,226,-241,-237,225,230,436,1,7,3,1650
683838982,1027,3543,1,-15743,258,-240,-228,225,230,435,1,7,3,1650
683839949,967,3544,1,-15744,229,-240,-229,225,230,434,1,7,3,1650
683841050,1101,3545,1,-15745,318,-239,-228,225,230,433,1,7,3,1650
683842120,1070,3546,1,-15746,387,-239,-227,225,230,432,1,7,3,1650
683843030,910,3547,1,-15747,297,-239,-227,225,230,432,1,7,3,1650
683843996,966,3547,0,-15747,263,-238,-220,225,230,432,1,7,3,1650
683844990,994,3548,1,-15748,263,-237,-220,225,227,431,1,7,3,1650
683845983,993,3549,1,-15749,261,-236,-220,225,225,430,1,7,3,1650
683847009,1026,3550,1,-15750,284,-236,-219,225,223,429,1,7,3,1650
683847981,972,3551,1,-15751,258,-235,-220,225,223,428,1,7,3,1650
683849012,1031,3552,1,-15752,280,-235,-228,220,225,427,1,7,3,1650
683849997,985,3553,1,-15753,272,-235,-228,220,225,426,1,7,3,1650
683851040,1043,3554,1,-15754,308,-234,-228,220,225,425,1,7,3,1650
683852038,998,3556,2,-15756,313,-234,-236,220,225,424,1,7,3,1650
683852953,915,3556,0,-15756,227,-234,-229,220,225,424,1,7,3,1650
683853955,1002,3557,1,-15757,231,-234,-229,220,225,423,1,7,3,1650
683855001,1046,3559,2,-15759,275,-234,-236,220,225,421,1,7,3,1650
683855943,942,3559,0,-15759,222,-234,-229,220,225,421,1,7,3,1650
683856955,1012,3560,1,-15760,222,-234,-229,220,225,420,1,7,3,1650
683857960,1005,3561,1,-15761,229,-233,-229,220,225,419,1,7,3,1650
683858983,1023,3562,1,-15762,262,-233,-228,220,225,418,1,7,3,1650
683859956,973,3563,1,-15763,225,-233,-229,220,225,417,1,7,3,1650
683861073,1117,3564,1,-15764,341,-233,-219,220,225,417,1,7,3,1650
683862088,1015,3564,0,-15764,366,-232,-211,220,225,417,1,7,3,1650
683863039,951,3565,1,-15765,304,-231,-211,220,225,416,1,7,3,1650
683863994,955,3566,1,-15766,268,-230,-220,220,225,415,1,7,3,1650
683865007,1013,3567,1,-15767,273,-230,-220,220,225,414,1,7,3,1650
683866003,996,3568,1,-15768,270,-230,-219,220,225,413,1,7,3,1650
683867007,1004,3568,0,-15768,285,-229,-211,220,225,413,1,7,3,1650
683867986,979,3569,1,-15769,260,-229,-219,220,223,412,1,7,3,1650
683868992,1006,3570,1,-15770,263,-228,-220,220,223,411,1,7,3,1650
683869974,982,3571,1,-15771,254,-228,-220,220,221,410,1,7,3,1650
683871005,1031,3572,1,-15772,282,-228,-220,220,218,410,1,7,3,1650
683872035,1030,3574,2,-15774,308,-228,-229,220,220,408,1,7,3,1650
683872957,922,3574,0,-15774,231,-227,-222,220,220,408,1,7,3,1650
683873989,1032,3575,1,-15775,264,-227,-221,215,220,407,1,7,3,1650
683875013,1024,3576,1,-15776,291,-227,-228,215,220,406,1,7,3,1650
683875958,945,3577,1,-15777,229,-227,-229,215,220,405,1,7,3,1650
683876957,999,3578,1,-15778,224,-227,-229,215,220,404,1,7,3,1650
683877954,997,3579,1,-15779,231,-227,-229,215,220,403,1,7,3,1650
683878986,1032,3580,1,-15780,259,-227,-228,215,220,403,1,7,3,1650
683879950,964,3581,1,-15781,226,-227,-229,215,220,402,1,7,3,1650
683881048,1098,3582,1,-15782,321,-227,-228,215,220,401,1,7,3,1650
683882104,1056,3583,1,-15783,375,-227,-219,215,220,400,1,7,3,1650
683883030,926,3583,0,-15783,297,-227,-219,215,220,400,1,7,3,1650
683883988,958,3584,1,-15784,265,-227,-219,215,220,399,1,7,3,1650
683884986,998,3585,1,-15785,262,-226,-220,215,220,398,1,7,3,1650
683885983,997,3585,0,-15785,254,-226,-211,215,220,398,1,7,3,1650
683887011,1028,3586,1,-15786,283,-225,-211,215,220,397,1,7,3,1650
683887976,965,3587,1,-15787,252,-225,-211,215,220,396,1,7,3,1650
683888980,1004,3588,1,-15788,259,-224,-213,215,220,396,1,7,3,1650
683889983,1003,3588,0,-15788,255,-223,-203,215,220,396,1,7,3,1650
683891004,1021,3590,2,-15790,279,-223,-212,215,220,394,1,7,3,1650
683892030,1026,3591,1,-15791,302,-222,-213,215,218,393,1,7,3,1650
683892959,929,3592,1,-15792,233,-222,-221,215,218,392,1,7,3,1650
683893972,1013,3593,1,-15793,240,-222,-221,215,216,391,1,7,3,1650
683894993,1021,3594,1,-15794,273,-222,-221,215,214,390,1,7,3,1650
683895951,958,3595,1,-15795,224,-222,-221,215,214,389,1,7,3,1650
683896948,997,3596,1,-15796,223,-222,-221,215,214,388,1,7,3,1650
683897954,1006,3597,1,-15797,229,-222,-229,215,214,388,1,7,3,1650
683899005,1051,3598,1,-15798,279,-223,-228,209,214,387,1,7,3,1650
683899963,958,3599,1,-15799,234,-223,-229,209,214,386,1,7,3,1650
683901046,1083,3600,1,-15800,325,-223,-228,209,214,385,1,7,3,1650
683902123,1077,3601,1,-15801,394,-223,-219,209,214,384,1,7,3,1650
683903029,906,3601,0,-15801,304,-223,-219,209,214,384,1,7,3,1650
683903997,968,3602,1,-15802,267,-223,-220,209,214,383,1,7,3,1650
683904979,982,3603,1,-15803,259,-223,-221,209,214,382,1,7,3,1650
683905988,1009,3604,1,-15804,262,-222,-220,209,214,381,1,7,3,1650
683907019,1031,3605,1,-15805,290,-222,-219,209,214,381,1,7,3,1650
683907989,970,3605,0,-15805,262,-222,-211,209,214,381,1,7,3,1650
683908988,999,3606,1,-15806,266,-222,-212,209,214,380,1,7,3,1650
683910001,1013,3607,1,-15807,269,-221,-211,209,214,379,1,7,3,1650
683911019,1018,3608,1,-15808,289,-221,-212,209,214,378,1,7,3,1650
683912032,1013,3608,0,-15808,304,-220,-205,209,214,378,1,7,3,1650
683912965,933,3609,1,-15809,236,-220,-206,209,214,377,1,7,3,1650
683913968,1003,3610,1,-15810,241,-219,-213,209,214,376,1,7,3,1650
683914996,1028,3611,1,-15811,270,-219,-212,209,214,375,1,7,3,1650
683915941,945,3612,1,-15812,221,-219,-213,209,214,374,1,7,3,1650
683916954,1013,3613,1,-15813,223,-219,-221,209,214,374,1,7,3,1650
683917954,1000,3614,1,-15814,227,-219,-221,209,214,373,1,7,3,1650
683918986,1032,3615,1,-15815,259,-219,-220,209,214,372,1,7,3,1650
683919955,969,3616,1,-15816,227,-219,-221,209,214,371,1,7,3,1650
683921053,1098,3617,1,-15817,328,-219,-219,209,211,370,1,7,3,1650
683922110,1057,3618,1,-15818,378,-219,-219,209,211,369,1,7,3,1650
683923034,924,3619,1,-15819,300,-219,-219,209,209,368,1,7,3,1650
683924016,982,3620,1,-15820,289,-219,-219,204,209,367,1,7,3,1650
683925004,988,3620,0,-15820,279,-219,-212,204,209,367,1,7,3,1650
683926001,997,3621,1,-15821,271,-218,-211,204,209,367,1,7,3,1650
683927029,1028,3622,1,-15822,304,-218,-211,204,209,366,1,7,3,1650
683927989,960,3623,1,-15823,261,-218,-211,204,209,365,1,7,3,1650
683928993,1004,3624,1,-15824,266,-218,-212,204,209,364,1,7,3,1650
683929990,997,3624,0,-15824,259,-217,-203,204,209,364,1,7,3,1650
683931011,1021,3625,1,-15825,288,-217,-204,204,209,363,1,7,3,1650
683932054,1043,3625,0,-15825,320,-216,-197,204,209,363,1,7,3,1650
683932946,892,3626,1,-15826,224,-215,-198,204,209,362,1,7,3,1650
683933955,1009,3627,1,-15827,237,-215,-205,204,209,361,1,7,3,1650
683934991,1036,3628,1,-15828,266,-214,-203,204,209,360,1,7,3,1650
683935958,967,3629,1,-15829,227,-214,-205,204,209,359,1,7,3,1650
683936952,994,3630,1,-15830,223,-214,-205,204,209,359,1,7,3,1650
683937957,1005,3631,1,-15831,227,-213,-205,204,209,358,1,7,3,1650
683938984,1027,3631,0,-15831,259,-213,-205,204,209,358,1,7,3,1650
683939948,964,3632,1,-15832,228,-213,-205,204,209,357,1,7,3,1650
683941038,1090,3633,1,-15833,319,-212,-203,204,209,356,1,7,3,1650
683942123,1085,3634,1,-15834,390,-212,-211,204,209,355,1,7,3,1650
683943029,906,3635,1,-15835,296,-212,-211,204,209,354,1,7,3,1650
683943985,956,3636,1,-15836,263,-212,-211,204,209,353,1,7,3,1650
683944996,1011,3637,1,-15837,265,-212,-212,204,206,352,1,7,3,1650
683945994,998,3638,1,-15838,262,-212,-211,204,206,352,1,7,3,1650
683947008,1014,3639,1,-15839,281,-212,-211,204,204,351,1,7,3,1650
683947990,982,3640,1,-15840,259,-212,-211,204,204,350,1,7,3,1650
683949005,1015,3640,0,-15840,282,-212,-203,199,204,350,1,7,3,1650
683950006,1001,3641,1,-15841,276,-211,-203,199,204,349,1,7,3,1650
683951029,1023,3642,1,-15842,305,-211,-204,199,204,348,1,7,3,1650
683952040,1011,3643,1,-15843,317,-211,-205,199,204,347,1,7,3,1650
683952953,913,3643,0,-15843,229,-210,-198,199,204,347,1,7,3,1650
683953955,1002,3644,1,-15844,232,-210,-197,199,204,346,1,7,3,1650
683954999,1044,3645,1,-15845,273,-209,-197,199,204,345,1,7,3,1650
683955956,957,3645,0,-15845,225,-209,-197,199,204,345,1,7,3,1650
683956948,992,3646,1,-15846,223,-208,-197,199,204,345,1,7,3,1650
683957952,1004,3647,1,-15847,225,-208,-197,199,204,344,1,7,3,1650
683958993,1041,3648,1,-15848,261,-207,-195,199,204,343,1,7,3,1650
683959956,963,3649,1,-15849,226,-207,-197,199,204,342,1,7,3,1650
683961061,1105,3650,1,-15850,329,-207,-203,199,204,341,1,7,3,1650
683962081,1020,3650,0,-15850,360,-207,-203,199,204,341,1,7,3,1650
683963027,946,3651,1,-15851,305,-207,-203,199,204,340,1,7,3,1650
683963992,965,3652,1,-15852,269,-206,-203,199,204,339,1,7,3,1650
683965005,1013,3653,1,-15853,268,-206,-203,199,204,338,1,7,3,1650
683966005,1000,3654,1,-15854,272,-206,-203,199,204,338,1,7,3,1650
683966999,994,3655,1,-15855,280,-206,-203,199,204,337,1,7,3,1650
683967987,988,3656,1,-15856,261,-206,-203,199,201,336,1,7,3,1650
683968979,992,3657,1,-15857,259,-206,-205,199,201,335,1,7,3,1650
683969975,996,3658,1,-15858,257,-206,-211,199,199,334,1,7,3,1650
683971005,1030,3658,0,-15858,279,-206,-204,199,196,334,1,7,3,1650
683972039,1034,3659,1,-15859,307,-206,-205,199,196,333,1,7,3,1650
683972946,907,3660,1,-15860,228,-206,-206,199,198,332,1,7,3,1650
683973993,1047,3661,1,-15861,271,-206,-203,194,198,331,1,7,3,1650
683975012,1019,3661,0,-15861,285,-205,-195,194,198,331,1,7,3,1650
683975950,938,3662,1,-15862,231,-205,-197,194,198,330,1,7,3,1650
683976946,996,3663,1,-15863,224,-205,-197,194,198,330,1,7,3,1650
683977958,1012,3664,1,-15864,232,-205,-197,194,198,329,1,7,3,1650
683978982,1024,3664,0,-15864,262,-204,-189,194,198,329,1,7,3,1650
683979958,976,3665,1,-15865,229,-204,-197,194,198,328,1,7,3,1650
683981061,1103,3666,1,-15866,325,-203,-195,194,198,327,1,7,3,1650
683982102,1041,3666,0,-15866,379,-203,-187,194,198,327,1,7,3,1650
683983016,914,3667,1,-15867,296,-202,-195,194,198,326,1,7,3,1650
683983986,970,3667,0,-15867,264,-202,-187,194,198,326,1,7,3,1650
683984988,1002,3668,1,-15868,262,-201,-189,194,198,325,1,7,3,1650
683985981,993,3669,1,-15869,261,-201,-195,194,198,324,1,7,3,1650
683987016,1035,3670,1,-15870,282,-201,-195,194,198,323,1,7,3,1650
683987983,967,3671,1,-15871,256,-201,-195,194,198,323,1,7,3,1650
683988989,1006,3672,1,-15872,261,-200,-197,194,198,322,1,7,3,1650
683989983,994,3672,0,-15872,263,-200,-187,194,198,322,1,7,3,1650
683991003,1020,3673,1,-15873,282,-199,-189,194,198,321,1,7,3,1650
683992021,1018,3674,1,-15874,301,-199,-189,194,196,320,1,7,3,1650
683992960,939,3675,1,-15875,233,-199,-198,194,194,319,1,7,3,1650
683993963,1003,3676,1,-15876,242,-199,-197,194,194,318,1,7,3,1650
683994993,1030,3677,1,-15877,270,-199,-197,194,191,317,1,7,3,1650
683995950,957,3678,1,-15878,223,-199,-197,194,191,316,1,7,3,1650
683996947,997,3679,1,-15879,222,-199,-197,194,193,316,1,7,3,1650
683997954,1007,3680,1,-15880,233,-199,-197,194,193,315,1,7,3,1650
683999007,1053,3680,0,-15880,281,-198,-187,188,193,315,1,7,3,1650
683999956,949,3681,1,-15881,234,-198,-189,188,193,314,1,7,3,1650
