record,done_us,dt_good_us,raw,delta,counts,i2c_us,omega_mrev,window_mrev,cmd_mrev,fas_mrev,remain_ddeg,flags_hex,state,stage,current_ma,step_count,step_us,drv_status_hex,tstep,driver_age_us,gstat_hex,pins_hex
D,22122103,999,883,0,3301,236,0,0,0,0,0,01,0,0,0,0,22122139,801D001D,1048575,31205,00,03
D,22123091,988,883,0,3301,233,0,0,0,0,0,01,0,0,0,0,22123122,801D001D,1048575,32187,00,03
D,22124093,1002,883,0,3301,238,0,0,0,0,0,01,0,0,0,0,22124130,801D001D,1048575,33196,00,03
D,22125100,1007,883,0,3301,236,0,0,0,0,0,01,0,0,0,0,22125132,801D001D,1048575,34198,00,03
D,22126104,1004,883,0,3301,235,0,0,0,0,0,01,0,0,0,0,22126140,801D001D,1048575,35205,00,03
D,22127090,986,883,0,3301,232,0,0,0,0,0,01,0,0,0,0,22127122,801D001D,1048575,36187,00,03
D,22128112,1022,883,0,3301,257,0,0,0,0,0,01,0,0,0,0,22128159,801D001D,1048575,37229,00,03
D,22129177,1065,883,0,3301,312,0,0,0,0,0,01,0,0,0,0,22129260,801D001D,1048575,38340,00,03
D,22130241,1064,883,0,3301,380,0,0,0,0,0,01,0,0,0,0,22130358,801D001D,1048575,39464,00,03
D,22131192,951,883,0,3301,326,0,0,0,0,0,01,0,0,0,0,22131259,801D001D,1048575,40329,00,03
D,22132154,962,883,0,3301,293,0,0,0,0,0,01,0,0,0,0,22132214,801D001D,1048575,41287,00,03
D,22133176,1022,883,0,3301,306,0,0,0,0,0,01,0,0,0,0,22133238,801D001D,1048575,42308,00,03
D,22134148,972,883,0,3301,294,0,0,0,0,0,01,0,0,0,0,22134213,801D001D,1048575,43284,00,03
D,22135173,1025,883,0,3301,308,0,0,0,0,0,01,0,0,0,0,22135234,801D001D,1048575,44304,00,03
D,22136154,981,883,0,3301,288,0,0,0,0,0,01,0,0,0,0,22136219,801D001D,1048575,45291,00,03
D,22137147,993,883,0,3301,287,0,0,0,0,0,01,0,0,0,0,22137211,801D001D,1048575,46280,00,03
D,22138164,1017,883,0,3301,303,0,0,0,0,0,01,0,0,0,0,22138233,801D001D,1048575,47304,00,03
D,22139172,1008,883,0,3301,303,0,0,0,0,0,01,0,0,0,0,22139232,801D001D,1048575,48304,00,03
D,22140190,1018,883,0,3301,326,0,0,0,0,0,01,0,0,0,0,22140289,801D001D,1048575,49368,00,03
D,22141103,913,883,0,3301,248,0,0,0,0,0,01,0,0,0,0,22141137,801D001D,1048575,1,00,03
D,22142117,1014,883,0,3301,248,0,0,0,0,0,01,0,0,0,0,22142165,801D001D,1048575,497,00,03
D,22143093,976,883,0,3301,234,0,0,0,0,0,01,0,0,0,0,22143124,801D001D,1048575,1456,00,03
D,22144096,1003,883,0,3301,238,0,0,0,0,0,01,0,0,0,0,22144134,801D001D,1048575,2465,00,03
D,22145106,1010,883,0,3301,240,0,0,0,0,0,01,0,0,0,0,22145143,801D001D,1048575,3475,00,03
D,22146096,990,883,0,3301,231,0,0,0,0,0,01,0,0,0,0,22146127,801D001D,1048575,4459,00,03
D,22147093,997,883,0,3301,232,0,0,0,0,0,01,0,0,0,0,22147129,801D001D,1048575,5461,00,03
D,22148118,1025,883,0,3301,253,0,0,0,0,0,01,0,0,0,0,22148159,801D001D,1048575,6496,00,03
D,22149175,1057,883,0,3301,309,0,0,0,0,0,01,0,0,0,0,22149267,801D001D,1048575,7614,00,03
D,22150254,1079,883,0,3301,384,0,0,0,0,0,01,0,0,0,0,22150357,801D001D,1048575,8736,00,03
D,22151172,918,883,0,3301,313,0,0,0,0,0,01,0,0,0,0,22151240,801D001D,1048575,9580,00,03
D,22152185,1013,883,0,3301,320,0,0,0,0,0,01,0,0,0,0,22152250,801D001D,1048575,10586,00,03
