0,0
80,119
159,236
240,351
319,466
399,578
480,690
559,801
640,909
719,1016
800,1121
879,1223
960,1323
1039,1419
1119,1512
1200,1603
1280,1690
1359,1775
1439,1856
1520,1936
1600,2012
1680,2086
1760,2158
1840,2228
1920,2296
2000,2363
2080,2429
2159,2494
2240,2559
2319,2624
2399,2690
2479,2756
2560,2823
2640,2891
2719,2961
2799,3032
2880,3106
2960,3181
3039,3259
3120,3338
3200,3419
3279,3501
3359,3584
3439,3669
3520,3754
3600,3839
3680,3925
3760,4010
3840,4094
3919,4179
4000,4262
4080,4345
4159,4426
4239,4507
4320,4586
4400,4663
4479,4740
4560,4814
4640,4886
4720,4956
4799,5024
4879,5089
4960,5152
5040,5212
5119,5269
5200,5323
5280,5374
5360,5422
5439,5467
5520,5509
5600,5547
5680,5583
5759,5616
5839,5646
5919,5673
5999,5697
6080,5719
6160,5738
6240,5753
6320,5766
6399,5776
6480,5784
6560,5788
6640,5790
6719,5789
6799,5786
6880,5782
6959,5776
7039,5769
7119,5760
7200,5751
7280,5740
7359,5728
7440,5715
7519,5700
7599,5684
7680,5667
7760,5648
7839,5628
7919,5606
8000,5583
8080,5559
8159,5533
8240,5505
8320,5476
8399,5444
8479,5412
8559,5378
8640,5342
8719,5305
8799,5265
8880,5225
8959,5183
9039,5139
9120,5094
9200,5048
9280,5000
9359,4952
9440,4902
9519,4852
9599,4800
9680,4749
9759,4697
9839,4644
9919,4592
10000,4539
10080,4487
10159,4436
10239,4385
10319,4335
10399,4285
10480,4237
10560,4189
10640,4143
10720,4099
10800,4056
10880,4014
10960,3974
11040,3937
11120,3902
11199,3869
11279,3839
11359,3810
11439,3785
11520,3762
11599,3742
11680,3725
11760,3710
11839,3698
11920,3689
12000,3683
12079,3681
12159,3681
12240,3683
12320,3688
12400,3694
12479,3702
12559,3712
12639,3723
12720,3736
12800,3749
12880,3765
12960,3781
13039,3800
13120,3819
13199,3839
13280,3861
13360,3884
13440,3907
13520,3931
13600,3957
13679,3983
13759,4009
13839,4036
13919,4064
14000,4091
14080,4119
14160,4147
14239,4175
14320,4202
14400,4230
14480,4257
14559,4283
14640,4310
14719,4335
14800,4359
14880,4383
14959,4405
15039,4427
15120,4448
15200,4467
15279,4485
15359,4502
15440,4517
15520,4531
15600,4543
15680,4554
15759,4563
15840,4570
15920,4576
16000,4580
16080,4583
16160,4584
16239,4584
16320,4583
