0,0
79,0
159,0
239,0
319,0
399,0
479,0
559,0
639,0
719,0
799,0
879,0
959,0
1039,0
1119,0
1199,0
1279,0
1359,0
1439,0
1519,0
1599,0
1679,0
1760,0
1840,0
1920,0
1999,0
2080,0
2159,-1
2240,-1
2320,0
2400,-1
2480,-1
2560,-1
2639,0
2719,-1
2800,-1
2879,-1
2959,-1
3040,0
3119,-1
3199,0
3279,-1
3359,-1
3439,-1
3519,0
3599,-1
3679,0
3759,0
3839,0
3920,0
3999,0
4080,-1
4159,-1
4240,-1
4319,-1
4400,-1
4480,-1
4559,-1
4640,-1
4719,-1
4799,-1
4879,-1
4959,-1
5039,-1
5119,-1
5199,-1
5279,-1
5359,-1
5440,-1
5519,-1
5599,-1
5680,-1
5759,-1
5839,-1
5919,-1
5999,-1
6080,-1
6159,-1
6239,-1
6320,-1
6399,-1
6479,-2
6560,-2
6640,-1
6719,-1
6799,-1
6880,-1
6959,-1
7040,-1
7119,-1
7199,-1
7279,-1
7359,-1
7439,-1
7519,-1
7599,-1
7680,-1
7760,-1
7839,-1
7920,-1
7999,-1
8079,-1
8159,-1
8239,-1
8319,-1
8399,-2
8479,-1
8560,0
8639,0
8720,0
8799,-1
8879,-1
8959,-1
9039,-1
9120,-1
9200,-1
9279,-1
9359,-1
9439,-1
9519,0
9599,0
9679,-1
9759,-2
9839,-1
9919,-1
10000,-1
10080,-2
10159,0
10239,-1
10319,-1
10399,-1
10479,-1
10559,-1
10640,-1
10720,-1
10799,-1
10879,-1
10959,-2
11039,-1
11119,-1
11199,-1
11279,-1
11360,-1
11439,-1
11519,-1
11599,-1
11679,-1
11759,-1
11840,0
11919,1
11999,1
12079,0
12159,-1
12239,-6
12319,-16
12399,-15
12479,-16
12559,-16
12640,-16
12719,-16
12799,-16
12879,-15
12959,-15
13039,-14
13119,-16
13200,-16
13279,-16
13359,-16
13439,-16
13519,-16
13600,-16
13679,-15
13759,-15
13840,-16
13920,-16
13999,-16
14079,-16
14159,-15
14239,-15
14319,-15
14399,-15
14480,-15
14559,-15
14639,-15
14719,-15
14799,-15
14880,-16
14959,-15
15039,-16
15119,-15
15199,-15
15279,-2
15359,-5
15439,-5
15519,1
15599,55
15679,62
15759,62
15840,64
15919,67
16000,66
16080,65
16160,65
16239,63
16320,63
