0,0
79,0
160,0
240,0
319,0
400,0
479,0
559,0
639,0
720,0
799,0
879,0
960,0
1039,0
1119,0
1199,0
1279,0
1360,0
1439,0
1519,0
1599,0
1679,0
1760,0
1840,0
1919,0
1999,0
2079,0
2159,0
2239,0
2319,0
2399,0
2479,0
2559,0
2639,0
2719,0
2799,0
2880,0
2959,0
3039,0
3119,0
3200,0
3279,0
3359,0
3439,0
3520,0
3600,0
3679,0
3759,0
3839,0
3919,0
3999,0
4079,0
4159,0
4239,0
4319,0
4399,0
4480,0
4560,0
4639,0
4719,0
4799,0
4880,0
4960,0
5040,0
5119,0
5199,0
5280,0
5359,0
5440,0
5519,0
5600,0
5679,0
5759,0
5839,0
5919,0
5999,0
6079,0
6159,0
6240,0
6319,0
6399,0
6479,0
6560,0
6639,0
6719,0
6799,0
6879,0
6960,0
7039,0
7119,0
7200,0
7280,0
7360,0
7439,0
7520,0
7599,0
7679,0
7760,0
7840,0
7919,0
7999,0
8079,0
8160,0
8239,0
8319,0
8399,0
8479,0
8560,0
8640,0
8719,0
8799,0
8880,0
8959,0
9039,0
9120,0
9199,0
9279,0
9359,0
9439,0
9520,0
9599,0
9680,0
9759,0
9839,0
9920,0
9999,0
10079,0
10160,0
10239,0
10319,0
10399,0
10479,0
10559,0
10639,0
10720,0
10799,0
10880,0
10959,0
11039,0
11119,0
11199,0
11279,0
11360,0
11439,0
11519,0
11599,0
11679,0
11759,0
11839,0
11920,0
12000,0
12079,0
12159,0
12239,0
12319,0
12400,0
12479,0
12559,0
12640,0
12720,0
12799,0
12879,0
12959,0
13040,0
13120,-3
13199,-2
13280,-5
13359,-5
13439,-8
13519,-10
13599,-11
13679,-12
13760,-11
13840,-9
13919,-8
14000,-7
14079,-6
14160,-6
14239,-6
14319,-6
14400,-7
14479,-6
14559,-7
14639,-7
14720,-7
14799,-7
14879,-7
14959,-8
15039,-7
15119,-1
15200,-6
15279,1
15360,-9
15440,-4
15520,-2
15599,-4
15680,2
15759,-3
15839,0
15919,-1
15999,0
16080,0
16160,0
16240,0
16320,1
