0,0
79,-67
159,-67
239,-77
319,-591
399,-1455
479,-1652
559,-1652
639,-1651
719,-1701
799,-2234
879,-2727
959,-2737
1039,-2737
1119,-2737
1199,-2765
1279,-3238
1359,-3859
1439,-4000
1519,-4000
1599,-4023
1679,-4725
1759,-5493
1839,-5519
1919,-5519
1999,-5554
2079,-6262
2159,-7061
2239,-7054
2319,-7055
2399,-7343
2479,-8374
2559,-8943
2639,-8943
2719,-8947
2799,-9441
2879,-10322
2959,-10484
3039,-10484
3119,-10650
3199,-11576
3279,-12221
3359,-12206
3439,-12206
3519,-12209
3599,-12570
3679,-13616
3759,-13967
3839,-13966
3919,-13966
3999,-14020
4079,-14958
4159,-15850
4239,-15922
4319,-15923
4399,-15925
4479,-16133
4559,-17197
4639,-17842
4719,-17849
4799,-17849
4879,-17849
4959,-17929
5039,-18720
5119,-19596
5199,-19669
5279,-19669
5359,-19669
5439,-19706
5519,-20254
5599,-21240
5679,-21404
5759,-21404
5839,-21405
5919,-21468
5999,-21951
6079,-22395
6159,-22710
6239,-22709
6319,-22709
6399,-22722
6479,-23199
6559,-23917
6639,-24477
6719,-24499
6799,-24499
6879,-24500
6959,-24636
7039,-25582
7119,-26327
7199,-26531
7279,-26530
7359,-26530
7439,-26559
7519,-27215
7599,-27868
7679,-28010
7759,-28010
7839,-28010
7919,-28010
7999,-28016
8079,-28369
8159,-29256
8239,-29544
8319,-29545
8399,-29545
8479,-29552
8559,-29932
8639,-30630
8719,-31033
8799,-31028
8879,-31028
8959,-31031
9039,-31265
9119,-31677
9199,-31777
9279,-31782
9359,-31782
9439,-31792
9519,-32092
9599,-32487
9679,-32516
9759,-32516
9839,-32516
9919,-32585
9999,-33239
10079,-33719
10159,-33731
10239,-33731
10319,-33732
10399,-33864
10479,-34316
10559,-34636
10639,-34649
10719,-34649
10799,-34654
10879,-35217
10959,-36212
11039,-36453
11119,-36453
11199,-36453
11279,-36567
11359,-37610
11439,-38153
11519,-38149
11599,-38149
11679,-38178
11759,-38758
11839,-39901
11919,-40005
11999,-40005
12079,-40005
12159,-40005
12239,-40005
12319,-40005
12399,-40005
12479,-40005
